Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
712,,,,,,,,,"Romans fight Bulgaria, Anatolia seized further",Tervel of Bulgaria raids up to the walls of Constantinople. Roman forces are transfered to fight in Thrace. This means that the general of Umayyads Al-Walid takes more cities in Anatolia.,,,,,,,,
713,,,,,,,,,Siege preparations begin,"Under Artemius the secretary, renamed Anastasios 2, preparations in Constantinople begin against the incoming siege from Arabs.",,,,,,,,
717,,,,718,,,,,Siege of Constantinople,"Arab muslims under the Umayyad Caliphate besiege Constantinople. Intitially they have won battles over Byzantine troops, and over the Byzantine navy. However, over the course of a year they have their supply ships burned by greek fire, have Bulgars attack them from Thrace. A resupply mission is killed by their christian crews. The Umayyads must retreat. This marks the first great defeat of the growing arab muslim unified empire, and they give up the conquest of Byzantine territories. Arab muslims have forces in the 120,000 men and 2,560 ships.",,,,,,,,
717,Augustus,,,718,August,,,,Siege of Constantinople 717,The muslim arabs of the Umayyad caliphate try to siege Constantinople. After twenty years of arabs campaigning and setting up into Anatolia.,,,,,,,,
717,March,25,,,,,,,Leo 3 emporer,"Leo 3 is actually installed with backing by the Arabs, having made promises to hand over the city. He walks in to the city, takes over from the unwilling Theodosios 3, the tax collector who had been forcibly made emporer. He immediately sets to defending the city.",,,,,,,,
717,June,,,,,,,,Arabs devestate Thrace,"Around summer. The Muslim arab forces under Maslama cross over into Thrace, they loot the country side and sack cities for food.  They are soon harassed by Bulgars who come to the aid of the Byzantines.",,,,,,,,
717,September,3,,,,,,,Greek fire deployed,"When the Arab navy tries to sail up the Bosphorus, the wind stops. The byzantine navy attacks, and sets the rear guard of the arab fleet on fire. This kills part of the navy and makes the head of the navy stuck in the black sea.",,,,,,,,
718,1,,,,,,,,Arab fleets defect,"Ships of the Arabs, helmed by Christian egyptians, defect over to the byzantines. They give information to Leo 3 about where the ships are, and Leo manages to capture supply ships of the arabs, transferring food. This happens after an extremely harsh winter where snow lay on the ground for 3 months.",,,,,,,,
718,Augustus,15,,,,,,,Constantinople Siege broken off,"The arab troops break off the siege and head home. On the way back they are not harassed, but they lose even more ships to a storm in the sea of marmara, and a volcanic eruption in Santorini. A large amount of Muslim forces have perished in the siege.",,,,,,,,
729,,,,,,,,,Iconoclasm started,Leo 3 issues a series of edicts that forbid the worship of icons.,,,,,,,,
732,,,,,,,,,Battle of Tours,"Mercenary force of Frankish and Burgundian origin fights against the muslim Umayyad Caliphate, near Tours in central France. Stops Muslim expansion into central europe.",,,,,,,,
742,,,,,,,,,Constantine V versus Artabasdos,"Constantine V, legitimate son of Leo 3, is attacked by his brother-in-law Artabasdos, who seeks to take power.  It takes untill may 743 when Artabasdos tries to march on Constantinople.",,,,,,,,
746,,,,,,,,,Constantine V invades Syria,Constantine takes advantage of the unstable conditions in the Umayyad Caliphate. He invades Syria and captures a large amount of Christians who he can free back to Thrace.,,,,,,,,
750,,,,,,,,,Abbasid revolt,"The Abbasids revolt, and eventually form the Abbasid Caliphate. The third and greatest muslim caliphate.",,,,,,,,
754,,,,,,,,,Council of Hieria,"Later dubbed the Headless council, because no patriarchs from the major cities were present, this ratifies Iconoclasm.",,,,,,,,
755,,,,,,,,,Constantine V campaigns against Bulgars,"After Kormisosh of Bulgaria raids up to Constantinople, Constatine V takes on a series of campaigns to defeat the Bulgars. They are costly but they win.",,,,,,,,
755,,,,,,,,,Lombards capture Ravenna,"Lombards capture the exarchate of Ravenna, ending any holdings in mainland Italy. This stops two centuries of Byzantine presence.",,,,,,,,
763,,,,,,,,,Battle of Anchialus,Byzantine forces defeat the bulgarians. Constatine takes many prisoners. This humiliation leads to the downfall and instability of many bulgar khans.,,,,,,,,
775,September,14,,,,,,,Leo IV takes over,Constantine V dies on campaign of disease. Leo IV takes over powerand rules. He already has tuberculosis.,,,,,,,,
780,September,8,,,,,,,Irene regent,"Irene of Athens, takes over as regent. She was married to Leo IV. Her son Constantine VI is still very young, and so she takes over as regent. She makes the brothers of Constantine VI priests so they cannot take over.",,,,,,,,
787,,,,,,,,,Iconoclasm ended,"At the Seventh Ecumenical Council in Nicaea, Icons are restored to veneration. This mends a schism between the eastern church and Rome.",,,,,,,,
790,,,,,,,,,Constantine VI rebellion,"Rebelling against the regent Irene, soldiers under army of the Armeniacs proclaim loyalty only to Constantine VI, who was now legally the Basileus. Irene somewhat clings on to power.",,,,,,,,
790,,,,,,,,,Charlemagne wars Avars,Charlemagne declares war in the tribal Avars who live on the Hungarian plane. In a campaign lasting some years he destroys the Avar Khanate.,,,,,,,,
792,,,,,,,,,Irene proclaimed Empress,"Along with her son Constantine VI, Irene is proclaimed empress.",,,,,,,,
797,,,,,,,,,Irene mutilates son,"Irene has the eyes of her son, Constantine VI, put out. Constantine dies several days later. People don't quite like her as much for that, killing her son and all. Irene is back in control, but cannot take husband or appoint successor as they would become ruler. Must balance opposing factions.",,,,,,,,
800,12,25,,,,,,,Charlemagne crowned Holy Roman Emporer,"In what starts the Holy Roman Empire, Charlemagne is crowned as emporer of the romans by the pope that he restored. There is much confusion in the Roman empire as to why someone else is crowned emporer of romans. This is an attack on Irene's legitimacy, though it is possible because she is a woman with no man ruling Byzantium. This also marks around the occasion that the donations of constantine are 'found', and Ravenna is donated to the pope by Charlemagne, marking the formations of the Papal State.",,,,,,,,
802,,,,,,,,,Nicephorus usurps Irene,"Nicephorus, the minister of finance, usurps power from Irene in a conspiracy backed by Irene's unpopularity.",,,,,,,,
805,,,,,,,,,Battle of Krasos,"Nicephoros stopped paying tribute to the Caliph, and as a result has an arab invasion. He is decisively beaten by the Abbasids in one of their annual raids.",,,,,,,,
806,,,,,,,,,Abbasid invasion of Anatolia,"The Abbasids, led by their actual Caliph, invade Anatolia with some 135,000 men reportedly. Nicephorus is forced to hand over some border forts and pay a large tribute, after the forces leave he immediately recaptures the border forts.",,,,,,,,
811,,,,,,,,,Battle of Pliska,"Nicephorus attacks and sacks the bulgar capital of Pliska, which has been weakly defended. After this he gets complacent on his return journey. The bulgars block a mountain pass, the romans set up camp near the blockade, and are surprised when they are ambushed by the Bulgars at night. The officers of the romans, including the emporer Nicephorus, are killed. Many of the common men escape, but the highly placed officers are killed and there is general anarchy. This disaster stops byzantine expansion into bulgaria for 150 years.",,,,,,,,
811,October,2,,,,,,,Staurakios ousted,"The crippled son of Nicephorus is quickly removed from power, as he cannot move with his legs. Michael 1 takes over as king.",,,,,,,,
813,,,,,,,,,Leo V usurps power,"Michael steps down voluntarily and retires to a monestary, with his sons castrated. This comes on the back of a military defeat at Versinikia against the arabs.",,,,,,,,
820,,,,,,,,,Michael 2 has Leo V assassinated,"Michael is in chains in the dungeon for participating in a conspiracy, when he shines through to the co-conspirators that he wil reveal the names of them if he is kept imprisoned. The co-conspirators set up assassins who kill Leo V. Michael 2 is still in chains, the key having been lost, when he is crowned emporer.",,,,,,,,
820,,,,,,,,,Thomas the Slave rises up,"A civil war breaks out in the Byzantine empire. After Leo V is assassinated, a commander of the miltary rises up in revolt. He has initial success, and this leads to a long civil war.",,,,,,,,
822,,,,,,,,,Thomas besieges Constantinople,"Having success in Anatolia and on the islands, Thomas leads a large army to besiege Constantinople. The citizens have cast in their lot with Michael 2, and do not let him in.",,,,,,,,
822,12,,,,,,,,Bulgars attack Thomas,"Michael 2 has reached out to the Bulgars, and the Bulgars perform a raid and attack the besieging force of Thomas the slav.",,,,,,,,
823,5,,,,,,,,Michael 2 beats Thomas,"Michael 2 beats the forces of Thomas in open battle in Anatolia. Thomas attempted a feigned retreat, but the feigned retreat turns into a real retreat.",,,,,,,,
824,,,,,,,,,Andalusians invade Crete,"Andalusian exiles invade and conquer Crete, which at this point has no forts. They soon after beat a roman relief force and take over the island.",,,,,,,,
827,,,,,,,,,Arabs invade Sicily,"Arab forces take advantage of the fighting between Michael 2 and Thomas in the years before, and the weakened state of the military and land on Sicily",,,,,,,,
829,,,,,,,,,Theophilos takes over,"Theophilos is the son of Michael 2. After Michael dies a natural death, Theophilos takes over power.",,,,,,,,
838,July,22,,,,,,,Battle of Anzen,"THeophilos leads a major army against one of the two prongs of a two pronged arab assault, poked by a raid the byzantines did the year before on Abbasid territory. The byzantine army is defeated, and routed.",,,,,,,,
838,August,,,,,,,,Sack of Amorium,"After the Byzantines have been defeated at the battle of Anzen, the Abbasids go on to sack Amorium. The city was one of the wealthiest in the Byzantine emporer and the home of the ruling dynasty. After several days of fighting, a commander of the Byzantines betrays them and the arabs are led in. This event sends shocks into Byzantium, and discredits the Iconoclasm of Theophilos.",,,,,,,,
842,,,,,,,,,Bardas takes power,"Michael 3, son of Theophilos takes over officialy after Theophilos dies a natural death. However Michael 3 is 2 at the time of his fathers death, and de facto control lies with the courtier Bardas.",,,,,,,,
843,,,,,,,,,Iconoclasm disavowed,"Ending the second spell of Iconoclasm in the Byzantine empire, Michael 3 appoints iconodule Patriarch Methodius 1 of Constantinople.",,,,,,,,
860,,,,,,,,,Siege of Constantinople 860,The Rus Khaganate besiege Constantinople while Michael 3 is leading an army against the arabs. A truce is signed and traders from ,,,,,,,,
861,,,,,,,,,Bulgar Khan converts to christianity,"The Bulgar Khan Boris converts to christianity, this is to align himself with the western franks, and if he converts his people to christians it will make it harder for Byzantium to attack them.",,,,,,,,
863,September,3,,,,,,,Battle of Lalakaon,"The Byzantines defeat the Emirate of Melitene. In a decisive victory the byzantines rid themselves of their threats in Anatolia, and secure their eastern border.",,,,,,,,
865,,,,,,,,,Great Heathen Army lands in England,"Combining vikings from Denmark, and some from Sweden and Norway. Vikings under command  of reportedly Hvitserk, Ivar the Boneless and either Ubba or Bjorn Ironside. They invade to conquer and settle in England. Establishing an area that would later be known as the danelaw.",,,,,,,,
866,4,21,,,,,,,Basil murders Bardas,"Bardas had been the favourite courtier of Michael 3, even being made Caesar. Possibly by Michael and possibly onset by Basil, Basil gets to kill Bardas with approval of Michael. Basil is then made Caesar, now that Bardas is dead.",,,,,,,,
867,September,,,,,,,,Basil usurps power,"Basil kills Michael 3 and ends the Amorian dynasty. Basil was a practically a farmer before he came to Constantinople, one of the emporers with the lowest backgrounds.",,,,,,,,
867,November,,,,,,,,Basil castrates his son,"Basil castrates his 'son'. Stephen 1 is probably a son of Michael, as the wife of Basil, Eudokia was the mistress of Michael 3.",,,,,,,,
869,October,,,,,,,,Fourth Council of Constantinople,"A church council is held with representatives of the papal legates. Icons are held as venerable, but more importantly the bulgars are put under authorithy of Constantinople. This council deposes the layman Photios, and reinstates Ignatius.",,,,,,,,
871,1,8,,,,,,,Battle of Ashdown,"Alfred the great, then a prince under Aethelred, wins a victorious battle against the invading danes. The danes are a part of the great heathen army. Saxons are said to have around 1000 troops.",,,,,,,,
879,,,,,,,,,Greek Fourth Council of Constantinople,"Photios is reinstated as patriarch of Constantinople. The western papal church regards this as unofficial, and sees the Fourth council that deposes Photios as official. The eastern church now sees Photios as a saint, and the western church does not. This leads eventually to the East-West Schism.",,,,,,,,
885,11,25,,886,10,,,,Siege of Paris,,,,,,,,,
886,,,,,,,,,Leo VI takes over,"After Basil dies a natural death, his 'son' Leo VI takes over. He may have actually been Michael's son due to Basils wife being Michaels mistress. He was in housearrest for two years prior to becoming Emporer. Leo's reign sees the end of consular dating and further cutbacks on what it means to be consul. It also ends the legal power of the Roman Senate.",,,,,,,,
